"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 04, 2019","874.50","867.25","879.38","864.38","-","0.87%"
"Sep 03, 2019","867.00","866.38","869.12","859.38","-","-0.14%"
"Aug 30, 2019","868.25","868.38","877.62","867.12","-","0.00%"
"Aug 29, 2019","868.25","865.62","872.88","865.12","-","0.35%"
"Aug 28, 2019","865.25","859.38","867.62","852.62","-","0.73%"
"Aug 27, 2019","859.00","865.62","865.88","856.12","-","-0.75%"
"Aug 26, 2019","865.50","855.88","870.38","855.88","-","1.21%"
"Aug 23, 2019","855.12","868.38","872.00","855.12","-","-1.51%"
"Aug 22, 2019","868.25","873.62","881.88","867.88","-","-0.49%"
"Aug 21, 2019","872.50","869.12","876.62","867.12","-","0.46%"
"Aug 20, 2019","868.50","869.38","874.62","865.88","-","0.23%"
"Aug 19, 2019","866.50","874.75","877.62","864.62","-","-1.41%"
"Aug 18, 2019","878.88","878.88","878.88","878.88","-","0.00%"
"Aug 16, 2019","878.88","871.12","880.38","870.88","-","0.93%"
"Aug 15, 2019","870.75","878.88","884.88","870.38","-","-0.88%"
"Aug 14, 2019","878.50","890.00","893.50","877.38","-","-1.32%"
"Aug 13, 2019","890.25","878.12","896.62","875.75","-","1.28%"
"Aug 12, 2019","879.00","891.62","891.88","876.12","-","-1.61%"
"Aug 09, 2019","893.38","883.12","894.38","881.62","-","1.06%"
"Aug 08, 2019","884.00","867.50","884.62","865.12","-","1.93%"
"Aug 07, 2019","867.25","865.88","869.12","862.12","-","0.14%"
"Aug 06, 2019","866.00","866.62","872.62","864.62","-","-0.20%"
"Aug 05, 2019","867.75","870.62","872.88","854.62","-","-0.27%"
"Aug 04, 2019","870.12","870.12","870.12","870.12","-","0.00%"
"Aug 02, 2019","870.12","867.62","872.12","862.88","-","0.45%"
"Aug 01, 2019","866.25","880.75","881.88","860.12","-","-1.59%"
"Jul 31, 2019","880.25","895.75","899.88","880.12","-","-1.62%"
"Jul 30, 2019","894.75","903.25","905.38","889.62","-","-1.02%"
"Jul 29, 2019","904.00","899.50","908.75","899.38","-","0.54%"
"Jul 26, 2019","899.12","901.12","906.62","898.50","-","-0.04%"
"Jul 25, 2019","899.50","908.62","913.12","898.12","-","-0.80%"
"Jul 24, 2019","906.75","903.38","912.62","901.62","-","0.39%"
"Jul 23, 2019","903.25","907.88","910.38","898.62","-","-0.25%"
"Jul 22, 2019","905.50","919.88","921.88","905.12","-","-1.48%"
"Jul 19, 2019","919.12","900.12","923.88","897.38","-","2.07%"
"Jul 18, 2019","900.50","898.25","903.38","893.12","-","0.06%"
"Jul 17, 2019","900.00","905.88","912.38","899.62","-","-0.61%"
"Jul 16, 2019","905.50","916.88","917.25","902.62","-","-1.60%"
"Jul 15, 2019","920.25","934.38","936.38","918.62","-","-1.23%"
"Jul 12, 2019","931.75","917.38","932.25","913.25","-","1.66%"
"Jul 11, 2019","916.50","912.00","917.62","908.25","-","0.52%"
"Jul 10, 2019","911.75","904.38","913.38","899.38","-","0.83%"
"Jul 09, 2019","904.25","898.62","904.62","890.38","-","0.89%"
"Jul 08, 2019","896.25","899.25","902.38","891.88","-","2.36%"
"Jul 05, 2019","875.62","888.25","889.25","874.62","-","-1.52%"
"Jul 03, 2019","889.12","880.38","890.12","877.00","-","1.04%"
"Jul 02, 2019","880.00","890.88","894.50","879.38","-","-0.98%"
"Jul 01, 2019","888.75","915.12","915.12","888.25","-","0.78%"
"Jun 30, 2019","881.88","881.50","881.88","881.50","-","-2.51%"
"Jun 28, 2019","904.62","893.12","911.62","893.12","-","1.22%"
"Jun 27, 2019","893.75","899.25","903.75","889.50","-","-0.64%"
"Jun 26, 2019","899.50","907.38","907.38","899.12","-","-0.96%"
"Jun 25, 2019","908.25","921.00","923.00","905.75","-","-0.63%"
"Jun 24, 2019","914.00","906.62","917.12","905.50","-","1.18%"
"Jun 21, 2019","903.38","914.88","917.12","902.62","-","-1.19%"
"Jun 20, 2019","914.25","900.38","917.38","896.62","-","1.30%"
"Jun 19, 2019","902.50","912.25","913.38","901.62","-","-1.04%"
"Jun 18, 2019","912.00","918.88","921.38","902.75","-","0.19%"
"Jun 17, 2019","910.25","901.62","913.88","901.62","-","1.51%"
"Jun 14, 2019","896.75","887.38","898.12","885.12","-","1.07%"
"Jun 13, 2019","887.25","878.00","888.88","878.00","-","1.00%"
"Jun 12, 2019","878.50","857.75","883.12","853.12","-","2.42%"
"Jun 11, 2019","857.75","855.62","863.38","850.62","-","-0.26%"
"Jun 10, 2019","860.00","853.00","866.12","848.38","-","0.53%"
"Jun 07, 2019","855.50","868.25","871.38","855.12","-","-1.50%"
"Jun 06, 2019","868.50","869.75","872.38","857.75","-","-0.14%"
"Jun 05, 2019","869.75","881.75","882.62","868.38","-","-1.16%"
"Jun 04, 2019","880.00","892.12","894.50","878.75","-","0.34%"
"Jun 03, 2019","877.00","876.12","886.38","873.88","-","-0.14%"
"May 31, 2019","878.25","889.00","890.62","876.62","-","-1.01%"
"May 30, 2019","887.25","871.38","889.12","863.88","-","1.98%"
"May 29, 2019","870.00","866.62","892.62","863.50","-","1.61%"
"May 28, 2019","856.25","839.25","858.12","837.62","-","3.27%"
"May 24, 2019","829.12","821.38","831.38","820.12","-","1.02%"
"May 23, 2019","820.75","828.38","832.75","817.38","-","-1.05%"
"May 22, 2019","829.50","821.25","834.88","819.50","-","1.00%"
"May 21, 2019","821.25","839.50","846.38","819.38","-","-1.20%"
"May 20, 2019","831.25","828.88","838.88","824.88","-","1.25%"
"May 17, 2019","821.00","840.38","841.88","820.75","-","-2.32%"
"May 16, 2019","840.50","835.25","844.88","834.00","-","0.63%"
"May 15, 2019","835.25","832.62","848.12","827.12","-","0.66%"
"May 14, 2019","829.75","806.88","837.88","805.88","-","3.27%"
"May 13, 2019","803.50","804.00","807.00","791.38","-","-0.60%"
"May 10, 2019","808.38","813.00","818.62","806.25","-","-0.32%"
"May 09, 2019","811.00","826.12","826.12","806.88","-","-1.73%"
"May 08, 2019","825.25","830.62","834.88","824.88","-","-0.69%"
"May 07, 2019","831.00","829.38","836.38","827.12","-","0.00%"
"May 06, 2019","831.00","827.88","833.88","817.12","-","-1.20%"
"May 03, 2019","841.12","844.25","848.12","840.75","-","-0.16%"
"May 02, 2019","842.50","852.88","853.50","842.12","-","-1.09%"
"May 01, 2019","851.75","853.62","857.62","844.38","-","-0.32%"
"Apr 30, 2019","854.50","861.38","864.62","851.38","-","-0.81%"
"Apr 29, 2019","861.50","868.25","872.88","860.62","-","0.97%"
"Apr 26, 2019","853.25","858.75","859.88","852.75","-","-0.55%"
"Apr 25, 2019","858.00","854.88","862.62","853.62","-","0.32%"
"Apr 24, 2019","855.25","862.75","865.25","854.62","-","-0.81%"
"Apr 23, 2019","862.25","877.12","878.62","860.88","-","-1.74%"
"Apr 22, 2019","877.50","881.12","883.12","876.38","-","-0.37%"
"Apr 19, 2019","880.75","880.75","880.75","880.75","-","-0.01%"
"Apr 18, 2019","880.88","879.12","881.88","876.62","-","0.27%"
"Apr 17, 2019","878.50","887.88","890.38","878.50","-","-1.04%"
"Apr 16, 2019","887.75","898.38","899.12","886.38","-","-1.20%"
"Apr 15, 2019","898.50","895.12","901.88","894.88","-","0.35%"
"Apr 12, 2019","895.38","895.00","898.62","894.12","-","-0.04%"
"Apr 11, 2019","895.75","901.50","903.88","893.38","-","-0.72%"
"Apr 10, 2019","902.25","898.75","903.88","897.38","-","0.39%"
"Apr 09, 2019","898.75","898.50","902.00","894.88","-","-0.03%"
"Apr 08, 2019","899.00","899.12","903.62","897.88","-","0.04%"
"Apr 05, 2019","898.62","904.25","904.62","896.38","-","-0.79%"
"Apr 04, 2019","905.75","898.50","907.12","897.00","-","0.75%"
"Apr 03, 2019","899.00","899.62","902.88","894.88","-","-0.08%"
"Apr 02, 2019","899.75","895.75","901.12","892.62","-","0.36%"
"Apr 01, 2019","896.50","883.88","898.88","883.88","-","1.43%"
"Mar 29, 2019","883.88","888.88","892.50","883.12","-","-0.60%"
"Mar 28, 2019","889.25","887.88","891.62","886.62","-","0.14%"
"Mar 27, 2019","888.00","900.25","900.62","886.12","-","-1.42%"
"Mar 26, 2019","900.75","905.75","907.38","899.62","-","-0.63%"
"Mar 25, 2019","906.50","903.88","908.12","901.62","-","0.26%"
"Mar 22, 2019","904.12","909.88","911.88","903.12","-","-0.70%"
"Mar 21, 2019","910.50","905.62","911.88","903.62","-","0.58%"
"Mar 20, 2019","905.25","902.88","906.25","899.38","-","0.19%"
"Mar 19, 2019","903.50","905.88","909.38","900.12","-","-0.22%"
"Mar 18, 2019","905.50","909.88","911.38","901.88","-","-0.43%"
"Mar 15, 2019","909.38","899.38","910.62","898.12","-","1.15%"
"Mar 14, 2019","899.00","901.12","906.12","895.62","-","-0.28%"
"Mar 13, 2019","901.50","896.12","903.12","892.38","-","0.56%"
"Mar 12, 2019","896.50","890.12","899.88","887.88","-","0.73%"
"Mar 11, 2019","890.00","897.88","898.88","889.62","-","-0.57%"
"Mar 08, 2019","895.12","901.50","904.62","892.38","-","-0.71%"
"Mar 07, 2019","901.50","902.00","907.38","898.38","-","-0.06%"
"Mar 06, 2019","902.00","913.75","916.12","901.12","-","-1.29%"
"Mar 05, 2019","913.75","916.25","918.38","909.12","-","-0.27%"
"Mar 04, 2019","916.25","914.88","924.38","913.12","-","0.62%"
"Mar 01, 2019","910.62","910.00","917.88","900.62","-","0.07%"
"Feb 28, 2019","910.00","916.50","918.12","909.88","-","-0.71%"
"Feb 27, 2019","916.50","917.50","923.12","913.62","-","-0.11%"
"Feb 26, 2019","917.50","924.00","924.00","912.38","-","-0.70%"
"Feb 25, 2019","924.00","930.88","934.38","923.75","-","1.51%"
"Feb 22, 2019","910.25","910.75","914.75","907.62","-","-0.05%"
"Feb 21, 2019","910.75","902.25","916.12","900.00","-","0.89%"
"Feb 20, 2019","902.75","901.75","904.88","893.12","-","0.11%"
"Feb 19, 2019","901.75","907.25","911.12","894.88","-","-0.63%"
"Feb 18, 2019","907.50","907.75","907.75","907.50","-","-0.03%"
"Feb 17, 2019","907.75","907.50","907.75","907.50","-","0.01%"
"Feb 15, 2019","907.62","905.75","909.38","901.38","-","0.21%"
"Feb 14, 2019","905.75","917.50","918.12","903.12","-","-1.27%"
"Feb 13, 2019","917.38","917.50","919.88","913.88","-","-0.01%"
"Feb 12, 2019","917.50","905.75","919.62","905.75","-","1.30%"
"Feb 11, 2019","905.75","914.25","918.88","903.62","-","-0.93%"
"Feb 10, 2019","914.25","914.75","914.75","913.25","-","-0.25%"
"Feb 08, 2019","916.50","913.12","917.62","908.12","-","0.38%"
"Feb 07, 2019","913.00","921.25","921.38","910.62","-","-0.90%"
"Feb 06, 2019","921.25","919.88","922.38","917.62","-","0.11%"
"Feb 05, 2019","920.25","919.00","920.88","913.62","-","0.14%"
"Feb 04, 2019","919.00","917.50","923.62","915.62","-","0.16%"
"Feb 03, 2019","917.50","917.50","917.50","917.50","-","0.01%"
"Feb 01, 2019","917.38","915.75","931.00","915.75","-","0.18%"
"Jan 31, 2019","915.75","920.00","926.62","913.38","-","-0.46%"
"Jan 30, 2019","920.00","919.50","923.88","917.38","-","0.05%"
"Jan 29, 2019","919.50","923.00","923.00","916.88","-","-0.38%"
"Jan 28, 2019","923.00","920.25","924.88","915.88","-","0.27%"
"Jan 27, 2019","920.50","922.50","923.00","920.50","-","-0.31%"
"Jan 25, 2019","923.38","916.25","925.88","913.38","-","0.78%"
"Jan 24, 2019","916.25","915.12","919.38","909.62","-","0.14%"
"Jan 23, 2019","915.00","911.00","918.12","910.00","-","0.52%"
"Jan 22, 2019","910.25","915.00","919.38","899.88","-","-0.41%"
"Jan 21, 2019","914.00","916.25","916.25","914.00","-","-0.11%"
"Jan 20, 2019","915.00","915.00","915.00","915.00","-","-0.01%"
"Jan 18, 2019","915.12","907.75","920.12","905.88","-","0.90%"
"Jan 17, 2019","907.00","894.75","911.88","894.38","-","1.40%"
"Jan 16, 2019","894.50","893.50","899.88","891.12","-","0.14%"
"Jan 15, 2019","893.25","903.25","907.88","892.62","-","-1.13%"
"Jan 14, 2019","903.50","910.25","911.00","901.62","-","-0.77%"
"Jan 11, 2019","910.50","907.25","912.25","907.00","-","0.36%"
"Jan 10, 2019","907.25","923.50","924.50","905.75","-","-1.79%"
"Jan 09, 2019","923.75","918.50","926.38","917.50","-","0.57%"
"Jan 08, 2019","918.50","923.25","925.62","914.62","-","-0.49%"
"Jan 07, 2019","923.00","921.00","927.62","921.00","-","0.24%"
"Jan 06, 2019","920.75","921.00","922.25","919.00","-","-0.15%"
"Jan 04, 2019","922.12","910.50","922.38","910.25","-","1.28%"
"Jan 03, 2019","910.50","905.25","913.25","904.25","-","0.41%"
"Jan 02, 2019","906.75","894.00","910.50","892.25","-","1.43%"
"Dec 31, 2018","894.00","893.25","901.75","892.00","-","1.27%"
"Dec 28, 2018","882.75","868.00","886.38","868.00","-","1.47%"
"Dec 27, 2018","870.00","870.50","875.75","867.00","-","-0.06%"
"Dec 26, 2018","870.50","884.38","888.75","869.00","-","-1.55%"
"Dec 24, 2018","884.25","881.12","886.50","879.50","-","0.11%"
"Dec 21, 2018","883.25","895.50","895.50","883.25","-","-1.37%"
"Dec 20, 2018","895.50","899.50","905.25","892.75","-","-0.39%"
"Dec 19, 2018","899.00","906.88","909.88","899.00","-","-0.85%"
"Dec 18, 2018","906.75","905.00","912.25","902.25","-","0.19%"
"Dec 17, 2018","905.00","899.00","909.12","899.00","-","0.72%"
"Dec 16, 2018","898.50","898.50","898.50","898.50","-","-0.19%"
"Dec 14, 2018","900.25","906.00","910.12","900.00","-","-0.77%"
"Dec 13, 2018","907.25","919.00","919.88","905.00","-","-1.22%"
"Dec 12, 2018","918.50","914.75","928.00","914.00","-","0.49%"
"Dec 11, 2018","914.00","906.00","917.12","906.00","-","0.55%"
"Dec 10, 2018","909.00","914.00","916.38","908.50","-","-0.36%"
"Dec 09, 2018","912.25","914.75","915.00","912.25","-","-0.41%"
"Dec 07, 2018","916.00","909.75","917.88","907.50","-","0.69%"
"Dec 06, 2018","909.75","911.50","912.00","897.00","-","-0.22%"
"Dec 05, 2018","911.75","910.50","916.75","908.50","-","0.14%"
"Dec 04, 2018","910.50","904.75","913.00","899.50","-","0.64%"
"Dec 03, 2018","904.75","919.25","923.25","904.50","-","1.29%"
"Nov 30, 2018","893.25","888.75","896.50","886.50","-","0.51%"
"Nov 29, 2018","888.75","890.75","894.00","882.50","-","-0.22%"
"Nov 28, 2018","890.75","877.00","894.75","874.00","-","1.57%"
"Nov 27, 2018","877.00","862.50","880.00","858.25","-","1.68%"
"Nov 26, 2018","862.50","881.00","883.00","857.25","-","-2.07%"
"Nov 23, 2018","880.75","884.50","884.50","880.00","-","-0.42%"
"Nov 22, 2018","884.50","884.50","884.50","884.50","-","0.00%"
"Nov 21, 2018","884.50","881.25","889.00","876.00","-","0.37%"
"Nov 20, 2018","881.25","874.00","885.75","870.75","-","0.83%"
"Nov 19, 2018","874.00","891.50","891.50","871.50","-","-2.07%"
"Nov 16, 2018","892.50","889.00","894.75","881.75","-","0.39%"
"Nov 15, 2018","889.00","883.00","897.25","883.00","-","0.68%"
"Nov 14, 2018","883.00","878.25","887.25","878.25","-","0.54%"
"Nov 13, 2018","878.25","881.50","890.75","877.25","-","-0.37%"
"Nov 12, 2018","881.50","886.00","887.00","879.50","-","-0.51%"
"Nov 09, 2018","886.00","879.00","888.50","874.00","-","0.80%"
"Nov 08, 2018","879.00","879.50","884.00","864.50","-","-0.06%"
"Nov 07, 2018","879.50","884.75","888.00","876.75","-","-0.59%"
"Nov 06, 2018","884.75","885.50","889.00","878.50","-","-0.08%"
"Nov 05, 2018","885.50","886.75","892.75","881.75","-","-0.14%"
"Nov 04, 2018","886.75","886.75","886.75","886.75","-","0.00%"
"Nov 02, 2018","886.75","880.50","900.75","878.75","-","0.68%"
"Nov 01, 2018","880.75","849.75","888.50","845.75","-","3.62%"
"Oct 31, 2018","850.00","846.00","855.00","844.75","-","0.44%"
"Oct 30, 2018","846.25","851.75","855.00","846.00","-","-0.65%"
"Oct 29, 2018","851.75","859.75","865.50","850.50","-","-0.90%"
"Oct 28, 2018","859.50","858.50","859.75","858.50","-","1.75%"
"Oct 26, 2018","844.75","841.00","849.25","841.00","-","0.45%"
"Oct 25, 2018","841.00","850.00","850.75","840.00","-","-1.15%"
"Oct 24, 2018","850.75","855.75","856.75","850.00","-","-0.58%"
"Oct 23, 2018","855.75","856.50","862.75","851.25","-","-0.12%"
"Oct 22, 2018","856.75","856.25","862.75","855.75","-","0.06%"
"Oct 21, 2018","856.25","855.75","856.25","855.50","-","0.00%"
"Oct 19, 2018","856.25","865.75","866.25","856.25","-","-1.04%"
"Oct 18, 2018","865.25","882.75","883.75","862.75","-","-1.95%"
"Oct 17, 2018","882.50","883.00","889.75","882.00","-","0.00%"
"Oct 16, 2018","882.50","890.75","891.00","879.25","-","-0.93%"
"Oct 15, 2018","890.75","867.50","892.00","863.50","-","2.68%"
"Oct 14, 2018","867.50","867.00","867.50","867.00","-","0.00%"
"Oct 12, 2018","867.50","859.75","868.00","858.75","-","0.90%"
"Oct 11, 2018","859.75","851.25","863.50","847.00","-","0.91%"
"Oct 10, 2018","852.00","862.50","864.75","847.25","-","-1.22%"
"Oct 09, 2018","862.50","869.50","872.50","859.50","-","-0.78%"
"Oct 08, 2018","869.25","872.25","874.75","862.75","-","-0.32%"
"Oct 07, 2018","872.00","872.25","872.75","871.75","-","0.32%"
"Oct 05, 2018","869.25","859.75","870.25","851.50","-","1.13%"
"Oct 04, 2018","859.50","860.50","868.25","858.50","-","-0.12%"
"Oct 03, 2018","860.50","866.75","870.25","860.50","-","-0.72%"
"Oct 02, 2018","866.75","855.50","867.25","853.00","-","1.32%"
"Oct 01, 2018","855.50","845.50","864.00","843.00","-","1.18%"
"Sep 30, 2018","845.50","845.00","845.50","845.00","-","0.15%"
"Sep 28, 2018","844.25","853.75","859.25","842.00","-","-1.20%"
"Sep 27, 2018","854.50","847.75","859.00","846.50","-","0.80%"
"Sep 26, 2018","847.75","846.50","854.00","846.00","-","0.15%"
"Sep 25, 2018","846.50","841.25","858.00","837.25","-","0.65%"
"Sep 24, 2018","841.00","843.50","845.25","838.50","-","-0.30%"
"Sep 23, 2018","843.50","844.50","844.50","843.50","-","-0.74%"
"Sep 21, 2018","849.75","846.25","849.75","841.25","-","0.38%"
"Sep 20, 2018","846.50","830.00","854.75","825.25","-","1.99%"
"Sep 19, 2018","830.00","814.50","831.75","813.50","-","1.93%"
"Sep 18, 2018","814.25","821.50","825.25","812.25","-","-0.85%"
"Sep 17, 2018","821.25","827.50","829.75","820.75","-","-0.88%"
"Sep 16, 2018","828.50","827.75","828.50","827.50","-","-0.24%"
"Sep 14, 2018","830.50","835.25","838.00","829.50","-","-0.42%"
"Sep 13, 2018","834.00","839.25","846.25","832.00","-","-0.54%"
"Sep 12, 2018","838.50","831.25","844.00","821.25","-","0.84%"
"Sep 11, 2018","831.50","847.00","849.50","830.75","-","-1.80%"
"Sep 10, 2018","846.75","842.50","851.25","840.50","-","0.50%"
"Sep 09, 2018","842.50","841.75","842.50","841.25","-","-0.30%"
"Sep 07, 2018","845.00","838.25","847.00","835.25","-","0.78%"
"Sep 06, 2018","838.50","838.75","842.75","834.75","-","-0.03%"
"Sep 05, 2018","838.75","845.25","849.25","837.25","-","-0.74%"
"Sep 04, 2018","845.00","846.75","851.25","837.00","-","-0.12%"
"Sep 03, 2018","846.00","845.50","846.50","845.50","-","0.06%"
"Aug 31, 2018","845.50","829.50","846.25","829.00","-","1.93%"
"Aug 30, 2018","829.50","836.00","844.50","829.00","-","-0.84%"
"Aug 29, 2018","836.50","833.75","843.75","832.00","-","0.33%"
"Aug 28, 2018","833.75","847.75","850.25","833.00","-","-1.59%"
"Aug 27, 2018","847.25","851.00","853.25","838.25","-","-0.91%"
"Aug 24, 2018","855.00","854.50","860.50","853.50","-","0.06%"
"Aug 23, 2018","854.50","867.75","873.50","853.75","-","-1.53%"
"Aug 22, 2018","867.75","885.00","885.25","867.75","-","-1.95%"
"Aug 21, 2018","885.00","888.75","894.50","884.50","-","-0.34%"
"Aug 20, 2018","888.00","903.00","906.00","888.00","-","0.20%"
"Aug 17, 2018","886.25","886.50","887.50","871.00","-","0.08%"
"Aug 16, 2018","885.50","859.00","888.25","854.75","-","3.08%"
"Aug 15, 2018","859.00","870.75","872.25","856.50","-","-1.12%"
"Aug 14, 2018","868.75","855.75","869.25","853.25","-","1.67%"
"Aug 13, 2018","854.50","846.00","859.25","839.75","-","0.53%"
"Aug 10, 2018","850.00","892.75","892.75","849.75","-","-4.79%"
"Aug 09, 2018","892.75","898.50","903.50","891.50","-","-0.78%"
"Aug 08, 2018","899.75","893.00","903.00","888.00","-","0.78%"
"Aug 07, 2018","892.75","887.75","897.50","885.75","-","0.56%"
"Aug 06, 2018","887.75","890.50","892.50","877.00","-","-0.53%"
"Aug 03, 2018","892.50","887.75","893.00","873.25","-","0.48%"
"Aug 02, 2018","888.25","887.75","893.00","876.00","-","0.06%"
"Aug 01, 2018","887.75","901.00","904.25","887.50","-","-1.55%"
"Jul 31, 2018","901.75","881.00","911.50","878.50","-","2.36%"
"Jul 30, 2018","881.00","884.25","886.25","876.25","-","1.24%"
"Jul 27, 2018","870.25","859.00","873.75","859.00","-","1.28%"
"Jul 26, 2018","859.25","873.00","881.00","858.25","-","-1.52%"
"Jul 25, 2018","872.50","859.25","872.50","852.00","-","1.54%"
"Jul 24, 2018","859.25","845.25","862.75","842.50","-","1.63%"
"Jul 23, 2018","845.50","853.25","854.50","845.50","-","-0.56%"
"Jul 22, 2018","850.25","850.25","850.25","850.25","-","0.00%"
"Jul 20, 2018","850.25","848.00","853.25","841.25","-","0.24%"
"Jul 19, 2018","848.25","843.00","848.25","836.75","-","0.65%"
"Jul 18, 2018","842.75","840.00","847.25","835.00","-","0.39%"
"Jul 17, 2018","839.50","835.50","843.50","830.25","-","0.57%"
"Jul 16, 2018","834.75","817.75","838.00","810.75","-","1.92%"
"Jul 13, 2018","819.00","837.50","837.75","811.75","-","-2.24%"
"Jul 12, 2018","837.75","836.25","841.25","822.25","-","0.18%"
"Jul 11, 2018","836.25","849.50","850.50","831.75","-","-1.44%"
"Jul 10, 2018","848.50","855.00","865.00","846.75","-","-0.82%"
"Jul 09, 2018","855.50","875.50","879.50","850.50","-","-2.51%"
"Jul 06, 2018","877.50","839.25","880.75","837.00","-","4.56%"
"Jul 05, 2018","839.25","847.75","850.75","837.75","-","-1.06%"
"Jul 03, 2018","848.25","855.75","857.50","847.00","-","-0.88%"
"Jul 02, 2018","855.75","865.25","868.00","850.50","-","-0.81%"
"Jun 29, 2018","862.75","868.75","881.75","862.50","-","-0.72%"
"Jun 28, 2018","869.00","870.75","875.00","865.25","-","-0.34%"
"Jun 27, 2018","872.00","871.75","883.50","871.25","-","0.00%"
"Jun 26, 2018","872.00","880.00","886.25","868.00","-","-0.85%"
"Jun 25, 2018","879.50","901.25","904.25","876.75","-","-1.90%"
"Jun 22, 2018","896.50","882.75","897.50","880.00","-","1.67%"
"Jun 21, 2018","881.75","890.50","891.25","878.25","-","-1.01%"
"Jun 20, 2018","890.75","892.50","895.25","877.00","-","-0.20%"
"Jun 19, 2018","892.50","904.00","905.75","842.50","-","-1.35%"
"Jun 18, 2018","904.75","905.25","914.00","897.50","-","0.06%"
"Jun 15, 2018","904.25","925.25","929.50","903.00","-","-2.27%"
"Jun 14, 2018","925.25","934.25","937.75","924.00","-","-0.96%"
"Jun 13, 2018","934.25","956.00","958.25","934.25","-","-2.20%"
"Jun 12, 2018","955.25","955.75","963.25","952.00","-","-0.10%"
"Jun 11, 2018","956.25","967.00","972.25","953.25","-","-1.34%"
"Jun 08, 2018","969.25","975.00","976.25","962.75","-","-0.62%"
"Jun 07, 2018","975.25","995.50","998.25","973.00","-","-2.03%"
"Jun 06, 2018","995.50","1,004.75","1,008.25","993.75","-","-0.95%"
"Jun 05, 2018","1,005.00","1,002.25","1,006.50","997.25","-","0.27%"
"Jun 04, 2018","1,002.25","1,013.00","1,014.50","1,001.25","-","-2.15%"
"Jun 01, 2018","1,024.25","1,021.50","1,026.50","1,015.00","-","0.27%"
"May 31, 2018","1,021.50","1,024.75","1,030.50","1,014.25","-","-0.24%"
"May 30, 2018","1,024.00","1,028.75","1,031.75","1,015.00","-","-0.51%"
"May 29, 2018","1,029.25","1,045.75","1,049.50","1,028.00","-","-1.58%"
"May 28, 2018","1,045.75","1,045.50","1,045.75","1,045.50","-","0.36%"
"May 25, 2018","1,042.00","1,035.75","1,044.00","1,035.50","-","0.60%"
"May 24, 2018","1,035.75","1,039.25","1,050.75","1,035.50","-","-0.34%"
"May 23, 2018","1,039.25","1,030.75","1,039.75","1,027.75","-","0.87%"
"May 22, 2018","1,030.25","1,022.25","1,035.75","1,020.25","-","0.73%"
"May 21, 2018","1,022.75","1,016.75","1,027.00","1,011.75","-","2.48%"
"May 20, 2018","998.00","998.00","998.00","998.00","-","0.00%"
"May 18, 2018","998.00","997.00","1,007.50","993.25","-","0.08%"
"May 17, 2018","997.25","1,000.75","1,007.25","992.50","-","-0.35%"
"May 16, 2018","1,000.75","1,018.00","1,018.50","998.75","-","-1.69%"
"May 15, 2018","1,018.00","1,017.25","1,025.25","1,005.25","-","0.07%"
"May 14, 2018","1,017.25","1,002.75","1,025.75","1,002.00","-","1.52%"
"May 11, 2018","1,002.00","1,021.50","1,022.25","1,002.00","-","-1.88%"
"May 10, 2018","1,021.25","1,018.00","1,033.25","1,014.25","-","0.32%"
"May 09, 2018","1,018.00","1,022.50","1,023.75","1,011.25","-","-0.39%"
"May 08, 2018","1,022.00","1,013.50","1,023.25","1,011.25","-","0.84%"
"May 07, 2018","1,013.50","1,034.50","1,040.00","1,011.00","-","-2.08%"
"May 06, 2018","1,035.00","1,035.00","1,035.00","1,035.00","-","-0.14%"
"May 04, 2018","1,036.50","1,049.50","1,052.50","1,036.25","-","-1.26%"
"May 03, 2018","1,049.75","1,042.00","1,055.50","1,034.00","-","0.70%"
"May 02, 2018","1,042.50","1,054.50","1,054.75","1,039.75","-","-1.16%"
"May 01, 2018","1,054.75","1,049.00","1,055.25","1,041.00","-","0.55%"
"Apr 30, 2018","1,049.00","1,058.00","1,067.50","1,047.00","-","0.33%"
"Apr 27, 2018","1,045.50","1,029.50","1,046.75","1,019.00","-","1.70%"
"Apr 26, 2018","1,028.00","1,028.50","1,034.50","1,024.00","-","-0.02%"
"Apr 25, 2018","1,028.25","1,023.25","1,033.25","1,020.50","-","0.54%"
"Apr 24, 2018","1,022.75","1,020.75","1,026.25","1,016.25","-","0.20%"
"Apr 23, 2018","1,020.75","1,026.75","1,033.25","1,017.25","-","-0.85%"
"Apr 22, 2018","1,029.50","1,029.50","1,029.50","1,029.50","-","0.00%"
"Apr 20, 2018","1,029.50","1,036.75","1,038.50","1,027.75","-","-0.70%"
"Apr 19, 2018","1,036.75","1,041.50","1,044.75","1,032.75","-","-0.48%"
"Apr 18, 2018","1,041.75","1,046.25","1,052.50","1,039.25","-","-0.41%"
"Apr 17, 2018","1,046.00","1,043.25","1,049.00","1,040.25","-","0.31%"
"Apr 16, 2018","1,042.75","1,054.75","1,058.75","1,041.50","-","-0.90%"
"Apr 13, 2018","1,052.25","1,060.50","1,067.25","1,051.75","-","-0.78%"
"Apr 12, 2018","1,060.50","1,047.75","1,061.75","1,047.50","-","1.22%"
"Apr 11, 2018","1,047.75","1,051.00","1,058.50","1,047.25","-","-0.26%"
"Apr 10, 2018","1,050.50","1,046.25","1,063.00","1,045.00","-","0.36%"
"Apr 09, 2018","1,046.75","1,039.00","1,056.75","1,038.75","-","1.16%"
